rgn_id,year,gapfilled,method
1,2018,1,SPI + UN_geopolitical region r2
2,2018,1,SPI + UN_geopolitical region r2
3,2018,1,SPI + UN_geopolitical region r2
4,2018,0,NA
5,2018,1,SPI + UN_geopolitical region r1
6,2018,1,SPI + UN_geopolitical region r1
7,2018,1,SPI + UN_geopolitical region r1
8,2018,0,NA
9,2018,1,SPI + UN_geopolitical region r2
10,2018,1,SPI + UN_geopolitical region r2
11,2018,1,SPI + UN_geopolitical region r2
12,2018,0,NA
13,2018,1,SPI + UN_geopolitical region r2
14,2018,1,SPI + UN_geopolitical region r2
15,2018,0,NA
16,2018,1,SPI + UN_geopolitical region r2
17,2018,1,SPI + UN_geopolitical region r1
18,2018,1,SPI + UN_geopolitical region r1
19,2018,1,SPI + UN_geopolitical region r1
20,2018,0,NA
21,2018,1,SPI + UN_geopolitical region r2
24,2018,1,SPI + UN_geopolitical region r2
25,2018,0,NA
26,2018,1,SPI + UN_geopolitical region r2
28,2018,1,SPI + UN_geopolitical region r2
29,2018,1,SPI + UN_geopolitical region r2
30,2018,0,NA
31,2018,1,SPI + UN_geopolitical region r2
32,2018,1,SPI + UN_geopolitical region r2
33,2018,0,NA
34,2018,0,NA
35,2018,0,NA
36,2018,0,NA
37,2018,1,SPI + UN_geopolitical region r2
38,2018,1,SPI + UN_geopolitical region r2
39,2018,1,SPI + UN_geopolitical region r2
40,2018,1,SPI + UN_geopolitical region r2
41,2018,1,SPI + UN_geopolitical region r2
42,2018,1,SPI + UN_geopolitical region r2
43,2018,0,NA
44,2018,1,SPI + UN_geopolitical region r2
45,2018,1,SPI + UN_geopolitical region r2
46,2018,1,SPI + UN_geopolitical region r2
47,2018,1,SPI + UN_geopolitical region r1
48,2018,1,SPI + UN_geopolitical region r1
49,2018,1,SPI + UN_geopolitical region r2
50,2018,1,SPI + UN_geopolitical region r1
51,2018,1,SPI + UN_geopolitical region r1
52,2018,1,SPI + UN_geopolitical region r1
53,2018,1,SPI + UN_geopolitical region r2
54,2018,1,SPI + UN_geopolitical region r1
55,2018,1,SPI + UN_geopolitical region r2
56,2018,1,SPI + UN_geopolitical region r2
57,2018,1,SPI + UN_geopolitical region r2
58,2018,1,SPI + UN_geopolitical region r2
59,2018,1,SPI + UN_geopolitical region r2
60,2018,1,SPI + UN_geopolitical region r2
61,2018,1,SPI + UN_geopolitical region r2
62,2018,0,NA
63,2018,1,SPI + UN_geopolitical region r2
64,2018,1,SPI + UN_geopolitical region r2
65,2018,1,SPI + UN_geopolitical region r2
66,2018,0,NA
67,2018,1,SPI + UN_geopolitical region r2
68,2018,1,SPI + UN_geopolitical region r2
69,2018,1,SPI + UN_geopolitical region r2
70,2018,1,SPI + UN_geopolitical region r2
71,2018,1,SPI + UN_geopolitical region r2
72,2018,1,SPI + UN_geopolitical region r2
73,2018,0,NA
74,2018,1,SPI + UN_geopolitical region r1
75,2018,1,SPI + UN_geopolitical region r2
76,2018,1,SPI + UN_geopolitical region r1
77,2018,1,SPI + UN_geopolitical region r1
78,2018,1,SPI + UN_geopolitical region r1
79,2018,1,SPI + UN_geopolitical region r1
80,2018,1,SPI + UN_geopolitical region r2
81,2018,1,SPI + UN_geopolitical region r1
82,2018,1,SPI + UN_geopolitical region r2
84,2018,1,SPI + UN_geopolitical region r2
85,2018,1,SPI + UN_geopolitical region r2
86,2018,1,SPI + UN_geopolitical region r2
88,2018,1,SPI + UN_geopolitical region r2
89,2018,0,NA
90,2018,0,NA
91,2018,0,NA
92,2018,0,NA
93,2018,0,NA
94,2018,0,NA
95,2018,1,SPI + UN_geopolitical region r2
96,2018,1,SPI + UN_geopolitical region r2
97,2018,1,SPI + UN_geopolitical region r2
98,2018,1,SPI + UN_geopolitical region r2
99,2018,1,SPI + UN_geopolitical region r2
100,2018,1,SPI + UN_geopolitical region r2
101,2018,0,NA
102,2018,0,NA
103,2018,1,SPI + UN_geopolitical region r2
104,2018,1,SPI + UN_geopolitical region r2
105,2018,0,NA
106,2018,1,SPI + UN_geopolitical region r2
107,2018,0,NA
108,2018,1,SPI + UN_geopolitical region r2
110,2018,0,NA
111,2018,1,SPI + UN_geopolitical region r2
112,2018,0,NA
113,2018,1,SPI + UN_geopolitical region r2
114,2018,1,SPI + UN_geopolitical region r2
115,2018,1,SPI + UN_geopolitical region r2
116,2018,1,SPI + UN_geopolitical region r2
117,2018,1,SPI + UN_geopolitical region r2
118,2018,1,SPI + UN_geopolitical region r2
119,2018,1,SPI + UN_geopolitical region r2
120,2018,1,SPI + UN_geopolitical region r2
121,2018,1,SPI + UN_geopolitical region r2
122,2018,1,SPI + UN_geopolitical region r2
123,2018,1,SPI + UN_geopolitical region r2
124,2018,0,NA
125,2018,1,SPI + UN_geopolitical region r2
126,2018,1,SPI + UN_geopolitical region r2
127,2018,1,SPI + UN_geopolitical region r2
129,2018,1,SPI + UN_geopolitical region r2
130,2018,1,SPI + UN_geopolitical region r2
131,2018,1,SPI + UN_geopolitical region r2
132,2018,1,SPI + UN_geopolitical region r2
133,2018,1,SPI + UN_geopolitical region r2
134,2018,1,SPI + UN_geopolitical region r2
135,2018,0,NA
136,2018,1,SPI + UN_geopolitical region r2
137,2018,1,SPI + UN_geopolitical region r2
138,2018,0,NA
139,2018,1,SPI + UN_geopolitical region r2
140,2018,1,SPI + UN_geopolitical region r2
141,2018,1,SPI + UN_geopolitical region r2
143,2018,0,NA
144,2018,0,NA
145,2018,1,SPI + UN_geopolitical region r2
146,2018,1,SPI + UN_geopolitical region r1
147,2018,1,SPI + UN_geopolitical region r1
148,2018,1,SPI + UN_geopolitical region r2
149,2018,0,NA
150,2018,0,NA
151,2018,1,SPI + UN_geopolitical region r1
152,2018,1,SPI + UN_geopolitical region r1
153,2018,1,SPI + UN_geopolitical region r1
154,2018,1,SPI + UN_geopolitical region r1
155,2018,1,SPI + UN_geopolitical region r1
156,2018,1,SPI + UN_geopolitical region r1
157,2018,1,SPI + UN_geopolitical region r2
158,2018,0,NA
159,2018,0,NA
161,2018,1,SPI + UN_geopolitical region r1
162,2018,0,NA
163,2018,0,NA
164,2018,0,NA
166,2018,0,NA
167,2018,1,SPI + UN_geopolitical region r2
168,2018,1,SPI + UN_geopolitical region r2
169,2018,1,SPI + UN_geopolitical region r2
171,2018,0,NA
172,2018,0,NA
173,2018,1,SPI + UN_geopolitical region r2
174,2018,1,SPI + UN_geopolitical region r2
175,2018,1,SPI + UN_geopolitical region r2
176,2018,1,SPI + UN_geopolitical region r2
177,2018,1,SPI + UN_geopolitical region r2
178,2018,1,SPI + UN_geopolitical region r2
179,2018,0,NA
180,2018,0,NA
181,2018,1,SPI + UN_geopolitical region r2
182,2018,0,NA
183,2018,1,SPI + UN_geopolitical region r2
184,2018,1,SPI + UN_geopolitical region r2
185,2018,1,SPI + UN_geopolitical region r2
186,2018,1,SPI + UN_geopolitical region r2
187,2018,1,SPI + UN_geopolitical region r2
188,2018,1,SPI + UN_geopolitical region r2
189,2018,1,SPI + UN_geopolitical region r2
190,2018,1,SPI + UN_geopolitical region r1
191,2018,1,SPI + UN_geopolitical region r2
192,2018,1,SPI + UN_geopolitical region r1
193,2018,1,SPI + UN_geopolitical region r2
194,2018,1,SPI + UN_geopolitical region r2
195,2018,1,SPI + UN_geopolitical region r2
196,2018,0,NA
197,2018,1,SPI + UN_geopolitical region r2
198,2018,0,NA
199,2018,1,SPI + UN_geopolitical region r2
200,2018,1,SPI + UN_geopolitical region r2
202,2018,0,NA
203,2018,0,NA
204,2018,0,NA
205,2018,0,NA
206,2018,0,NA
207,2018,0,NA
208,2018,1,SPI + UN_geopolitical region r2
209,2018,0,NA
210,2018,0,NA
212,2018,1,SPI + UN_geopolitical region r2
214,2018,1,SPI + UN_geopolitical region r2
215,2018,1,SPI + UN_geopolitical region r1
216,2018,0,NA
218,2018,0,NA
219,2018,1,SPI + UN_geopolitical region r2
220,2018,1,SPI + UN_geopolitical region r2
221,2018,1,SPI + UN_geopolitical region r2
222,2018,0,NA
223,2018,0,NA
224,2018,0,NA
227,2018,1,SPI + UN_geopolitical region r2
228,2018,1,SPI + UN_geopolitical region r2
231,2018,1,SPI + UN_geopolitical region r2
232,2018,1,SPI + UN_geopolitical region r2
237,2018,1,SPI + UN_geopolitical region r2
244,2018,1,SPI + UN_geopolitical region r2
245,2018,1,SPI + UN_geopolitical region r2
247,2018,1,SPI + UN_geopolitical region r2
248,2018,1,SPI + UN_geopolitical region r2
249,2018,1,SPI + UN_geopolitical region r2
250,2018,1,SPI + UN_geopolitical region r2
