"rgn_id","year","gapfilled","method"
1,2010,1,"territories assigned score of admin country"
1,2011,1,"territories assigned score of admin country"
1,2012,1,"territories assigned score of admin country"
1,2013,1,"territories assigned score of admin country"
1,2014,1,"territories assigned score of admin country"
1,2015,1,"territories assigned score of admin country"
1,2016,1,"territories assigned score of admin country"
1,2017,1,"territories assigned score of admin country"
2,2010,1,"territories assigned score of admin country"
2,2011,1,"territories assigned score of admin country"
2,2012,1,"territories assigned score of admin country"
2,2013,1,"territories assigned score of admin country"
2,2014,1,"territories assigned score of admin country"
2,2015,1,"territories assigned score of admin country"
2,2016,1,"territories assigned score of admin country"
2,2017,1,"territories assigned score of admin country"
3,2010,1,"territories assigned score of admin country"
3,2011,1,"territories assigned score of admin country"
3,2012,1,"territories assigned score of admin country"
3,2013,1,"territories assigned score of admin country"
3,2014,1,"territories assigned score of admin country"
3,2015,1,"territories assigned score of admin country"
3,2016,1,"territories assigned score of admin country"
3,2017,1,"territories assigned score of admin country"
4,2010,1,"territories assigned score of admin country"
4,2011,1,"territories assigned score of admin country"
4,2012,1,"territories assigned score of admin country"
4,2013,1,"territories assigned score of admin country"
4,2014,1,"territories assigned score of admin country"
4,2015,1,"territories assigned score of admin country"
4,2016,1,"territories assigned score of admin country"
4,2017,1,"territories assigned score of admin country"
5,2010,1,"territories assigned score of admin country"
5,2011,1,"territories assigned score of admin country"
5,2012,1,"territories assigned score of admin country"
5,2013,1,"territories assigned score of admin country"
5,2014,1,"territories assigned score of admin country"
5,2015,1,"territories assigned score of admin country"
5,2016,1,"territories assigned score of admin country"
5,2017,1,"territories assigned score of admin country"
6,2010,0,"territories assigned score of admin country"
6,2011,0,"territories assigned score of admin country"
6,2012,0,"territories assigned score of admin country"
6,2013,0,"territories assigned score of admin country"
6,2014,0,"territories assigned score of admin country"
6,2015,0,"territories assigned score of admin country"
6,2016,0,"territories assigned score of admin country"
6,2017,0,"territories assigned score of admin country"
7,2010,0,"territories assigned score of admin country"
7,2011,0,"territories assigned score of admin country"
7,2012,0,"territories assigned score of admin country"
7,2013,0,"territories assigned score of admin country"
7,2014,0,"territories assigned score of admin country"
7,2015,0,"territories assigned score of admin country"
7,2016,0,"territories assigned score of admin country"
7,2017,0,"territories assigned score of admin country"
8,2010,0,"territories assigned score of admin country"
8,2011,0,"territories assigned score of admin country"
8,2012,0,"territories assigned score of admin country"
8,2013,0,"territories assigned score of admin country"
8,2014,0,"territories assigned score of admin country"
8,2015,0,"territories assigned score of admin country"
8,2016,0,"territories assigned score of admin country"
8,2017,0,"territories assigned score of admin country"
9,2010,0,"territories assigned score of admin country"
9,2011,0,"territories assigned score of admin country"
9,2012,0,"territories assigned score of admin country"
9,2013,0,"territories assigned score of admin country"
9,2014,0,"territories assigned score of admin country"
9,2015,0,"territories assigned score of admin country"
