rgn_id,year,gapfilled
1,2019,0
2,2019,0
3,2019,0
4,2019,0
5,2019,0
6,2019,0
7,2019,0
8,2019,0
9,2019,0
10,2019,0
11,2019,0
12,2019,0
13,2019,0
14,2019,0
15,2019,0
16,2019,0
17,2019,0
18,2019,0
19,2019,0
20,2019,0
21,2019,0
24,2019,0
25,2019,0
26,2019,0
28,2019,0
29,2019,0
30,2019,0
31,2019,0
32,2019,0
33,2019,0
34,2019,0
35,2019,0
36,2019,0
37,2019,0
38,2019,0
39,2019,0
40,2019,0
41,2019,0
42,2019,0
43,2019,0
44,2019,0
45,2019,0
46,2019,0
47,2019,0
48,2019,0
49,2019,0
50,2019,0
51,2019,0
52,2019,0
53,2019,0
54,2019,0
55,2019,0
56,2019,0
57,2019,0
58,2019,0
59,2019,0
60,2019,0
61,2019,0
62,2019,0
63,2019,0
64,2019,0
65,2019,0
66,2019,0
67,2019,0
68,2019,0
69,2019,0
70,2019,0
71,2019,0
72,2019,0
73,2019,0
74,2019,0
75,2019,0
76,2019,0
77,2019,0
78,2019,0
79,2019,0
80,2019,0
81,2019,0
82,2019,0
84,2019,0
85,2019,0
86,2019,0
88,2019,0
89,2019,0
90,2019,0
91,2019,0
92,2019,0
93,2019,0
94,2019,0
95,2019,0
96,2019,0
97,2019,0
98,2019,0
99,2019,0
100,2019,0
101,2019,0
102,2019,0
103,2019,0
104,2019,0
105,2019,0
106,2019,0
107,2019,0
108,2019,0
110,2019,0
111,2019,0
112,2019,0
113,2019,0
114,2019,0
115,2019,0
116,2019,0
117,2019,0
118,2019,0
119,2019,0
120,2019,0
121,2019,0
122,2019,0
123,2019,0
124,2019,0
125,2019,0
126,2019,0
127,2019,0
129,2019,0
130,2019,0
131,2019,0
132,2019,0
133,2019,0
134,2019,0
135,2019,0
136,2019,0
137,2019,0
138,2019,0
139,2019,0
140,2019,0
141,2019,0
143,2019,0
144,2019,0
145,2019,0
146,2019,0
147,2019,0
148,2019,0
149,2019,0
150,2019,0
151,2019,0
152,2019,0
153,2019,0
154,2019,0
155,2019,0
156,2019,0
157,2019,0
158,2019,0
159,2019,0
161,2019,0
162,2019,0
163,2019,0
164,2019,0
166,2019,0
167,2019,0
168,2019,0
169,2019,0
171,2019,0
172,2019,0
173,2019,0
174,2019,0
175,2019,0
176,2019,0
177,2019,0
178,2019,0
179,2019,0
180,2019,0
181,2019,0
182,2019,0
183,2019,0
184,2019,0
185,2019,0
186,2019,0
187,2019,0
188,2019,0
189,2019,0
190,2019,0
191,2019,0
192,2019,0
193,2019,0
194,2019,0
195,2019,0
196,2019,0
197,2019,0
198,2019,0
199,2019,0
200,2019,0
202,2019,0
203,2019,0
204,2019,0
205,2019,0
206,2019,0
207,2019,0
208,2019,0
209,2019,0
210,2019,0
212,2019,0
214,2019,0
215,2019,0
216,2019,0
218,2019,0
219,2019,0
220,2019,0
221,2019,0
222,2019,0
223,2019,0
224,2019,0
227,2019,0
228,2019,0
231,2019,0
232,2019,0
237,2019,0
244,2019,0
245,2019,0
247,2019,0
248,2019,0
249,2019,0
250,2019,0
